rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR922346","Do The Choo Choo","archie bell","","","","7","1968-09-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922425","Let Me","paul revere","","","","12","1969-05-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922491","Echo","The Emotions","","","","6","1962-12-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922529","Tqm","fuerza regida","","","","17","2023-06-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922649","Wait For Me","The Playmates","","","","8","1960-10-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922912","The Entertainer","tony clarke","","","","9","1965-03-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922970","Rosanna'S Going Wild","johnny cash","","","","2","1968-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR922984","Or What","nle choppa","","","","7","2024-10-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923001","Memphis","donnie brooks","","","","2","1961-03-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923031","Jingle Bell Rock","bobby helms","","","","66","1958-12-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923158","My Favorite Things","herb alpert","","","","6","1968-12-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923258","Live Is Life","opus","","","","16","1986-01-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923429","Wild Wild West","kool moe dee","","","","11","1988-04-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923566","I Don'T Know What It Is","The Bluenotes","","","","9","1959-12-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923609","Come Softly To Me","The New Seekers","","","","3","1973-01-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923678","Ain'T My Fault","zara larsson","","","","7","2016-10-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923680","Pop Song 89","r.e.m","","","","4","1989-06-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923831","Strange Things Happening","little jr. parker","","","","2","1964-02-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923865","Maybe","The Three Degrees","","","","12","1970-06-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923878","You Remind Me From Strictly Business","mary j. blige","","","","20","1992-06-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923891","Car Wash","christina aguilera","","","","5","2004-09-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR923924","Minnesota","northern light","","","","6","1975-05-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924040","Love You Different","justin bieber","","","","1","2021-04-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924082","Because Of You","reba mcentire duet","","","","15","2007-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924131","Norma Jean Wants To Be A Movie Star","sundown company","","","","5","1976-06-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924165","The Craving","twenty one pilots","","","","1","2024-06-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924167","Taste","sabrina carpenter","","","","38","2024-09-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924176","A Little Bit Now","The Dave Clark Five","","","","4","1967-08-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924305","Mary'S Boy Child Oh My Lord","boney m","","","","5","1978-12-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924391","Can'T Help But Love You","The Standells","","","","3","1967-11-25","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924479","Your Idol","saja boys: andrew choi, neckwav, danny chung, kevin woo","","","","20","2025-07-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924560","So Deep","brenda lee","","","","4","1962-01-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924570","Bill Bailey Won'T You Please Come Home","ella fitzgerald","","","","3","1963-04-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924629","You Da Baddest","future","","","","2","2017-08-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924647","The Cup Of Life The Official Song Of The World Cup France '98","ricky martin","","","","34","1998-06-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924803","We Got Love","bobby rydell","","","","17","1959-10-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924871","Everyday Without You","hamilton, joe frank","","","","7","1976-04-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924904","A Million To One","jimmy charles and the revelletts","","","","15","1960-08-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924974","The Authority Song","john cougar mellencamp","","","","15","1984-03-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR924981","Guess Who","ruby winters","","","","2","1969-12-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925103","Anything From Above The Rim","swv","","","","20","1994-04-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925231","I Do Take You","The Three Degrees","","","","9","1970-09-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925380","Now It'S My Turn","berlin","","","","4","1984-06-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925400","Big Man","The Four Preps","","","","1","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925431","Wipe Your Eyes","maroon 5","","","","1","2012-07-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925434","Cinderella Sunshine","paul revere","","","","6","1968-10-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925435","God Love And Rock Roll","teegarden","","","","9","1970-09-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925538","As It Was","harry styles","","","","61","2022-04-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925586","Martinique","The Exotic Sounds Of Martin Denny","","","","2","1959-07-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925625","The Family Madrigal","stephanie beatriz, olga merediz","","","","16","2022-01-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925752","Apes T","The Carters","","","","15","2018-06-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925753","F N F Let'S Go","hitkidd","","","","20","2022-06-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR925789","I'Ll Be Loving You","collage","","","","20","1993-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926016","Lock It Up","eminem","","","","1","2020-02-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926048","When To Say When","drake","","","","1","2020-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926051","The Way I Want To Touch You","captain","","","","17","1975-09-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926127","From Florida With Love","drake","","","","1","2020-05-16","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926129","Don'T Worry 'Bout A Thing","shedaisy","","","","10","2005-07-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926195","You Mean Everything To Me","The Fleetwoods","","","","2","1959-10-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926212","You'Re My Better Half","keith urban","","","","20","2004-12-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926314","Easy As Pie","billy ""crash"" craddock","","","","8","1975-12-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926356","Ruby Ann","marty robbins","","","","10","1962-11-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926436","Stupid Love","lady gaga","","","","10","2020-03-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926535","Might Not","belly","","","","17","2016-03-12","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926585","Layin' It On The Line","jefferson starship","","","","6","1984-09-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926790","Can'T Deny It","fabolous","","","","20","2001-07-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926845","Time For Miracles","adam lambert","","","","1","2009-11-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926854","Slide","¥$: Kanye West","","","","1","2024-08-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR926989","For Your Sweet Love","The Cascades","","","","3","1963-12-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927008","You Can Run But You Can'T Hide","jerry butler","","","","7","1962-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927094","Nursery Rhymes Part I","people's choice","","","","3","1976-02-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927171","Sofia","clairo","","","","1","2020-10-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927263","Landslide","glee cast","","","","2","2011-03-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927553","Chevrolet","dustin lynch","","","","17","2024-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927573","I Almost Do Taylor'S Version","taylor swift","","","","1","2021-11-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927579","Wonderful Summer","robin ward","","","","10","1963-11-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927686","Wake Up And Love Me","april","","","","4","1974-06-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927747","Summer Samba So Nice","walter wanderley","","","","9","1966-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927755","Luv Bad Bitches","future, metro boomin","","","","1","2024-04-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927827","Twist Twist Senora","gary u.s. bonds","","","","10","1962-03-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR927949","Don'T Stop The Wedding","ann cole","","","","1","1962-11-24","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928001","Supernatural Superserious","r.e.m","","","","1","2008-04-19","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928038","Sound Off","titus turner","","","","4","1961-01-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928111","Goldfinger","jack laforge his piano and orchestra","","","","5","1965-01-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928126","Anything Can Happen","was","","","","6","1989-05-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928286","I Got A Feelin'","billy currington","","","","16","2004-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928287","Soon I'Ll Be Home Again","The 4 Seasons","","","","7","1963-05-11","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928317","My True Love","jack scott","","","","14","1958-08-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928354","Ain'T Even Done With The Night","john cougar","","","","21","1981-01-31","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928511","Happy","bobby darin","","","","8","1973-01-06","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR928546","All The Things She Said","t.a.t.u","","","","20","2003-01-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
