rvtr,title,artist,artists,albums,release_year,chart_rows,representative_week,duplicate_identity_count,status,priority,issues
"RVTR974680","One Less Bell To Answer A House Is Not A Home","glee cast","","","","1","2010-05-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974713","Leave It","yes","yes","90125","1983","15","1984-03-03","1","VALID","0",""
"RVTR974757","Forget Domani","connie francis","","","","7","1965-06-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974758","Nutrocker","emerson, lake","","","","6","1972-03-18","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974761","River Deep Mountain High","deep purple","deep purple","The Book Of Taliesyn","1969","5","1969-01-25","1","VALID","0",""
"RVTR974775","Anaconda","nicki minaj","","","","22","2014-08-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974784","Endless Sleep","hank williams jr","","","","4","1964-12-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974810","We Are The World","usa for africa","usa for africa","We Are The World","1985","18","1985-03-23","1","VALID","0",""
"RVTR974812","Celebration","tommy james","","","","3","1972-11-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974828","Trumpets","jason derulo","jason derulo","Platinum Hits | Talk Dirty","2014","32","2014-06-14","1","AMBIGUOUS","70","multiple_albums"
"RVTR974829","The Power","snap!","snap!","World Power","1990","22","1990-05-12","1","VALID","0",""
"RVTR974838","Who Got The Props","black moon","","","","6","1993-02-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974848","White Walls","macklemore","","","","22","2013-10-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974855","Take Your Mask Off","tyler, the creator","","","","3","2024-11-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974887","Superman","donna fargo","donna fargo","My Second Album","1973","9","1973-02-24","1","VALID","0",""
"RVTR974888","Boyfriends","harry styles","","","","2","2022-06-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974919","Fire","The Pointer Sisters","The Pointer Sisters","Energy | Pointer Sisters' Greatest Hits | The Best Of The Pointer Sisters","1976","23","1978-11-11","1","AMBIGUOUS","70","multiple_albums"
"RVTR974927","C'Est La Vie","greg lake","","","","2","1977-09-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR974966","Driving Me Crazy","sam adams","","","","1","2010-03-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975046","Life During Wartime This Ain'T No Party This Ain'T No Disco This Ain'T","talking heads","","","","5","1979-11-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975129","The Letter","The Box Tops","The Box Tops","The Letter / Neon Rainbow","1967","16","1967-08-12","1","VALID","0",""
"RVTR975261","Young Harleezy","jack harlow","","","","1","2022-05-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975264","How To Hate","lil wayne","lil wayne","Tha Carter IV","2011","1","2011-09-17","1","VALID","0",""
"RVTR975273","Goldfinger","billy strange","","","","9","1965-01-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975295","Kiss Me","sixpence none the richer","sixpence none the richer","Sixpence None The Richer","1999","33","1998-11-28","1","VALID","0",""
"RVTR975303","I'Ll Be","edwin mccain","","","","24","1998-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975370","Torquay","fireballs","","","","13","1959-09-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975380","Windows","missing persons","missing persons","Spring Session M","1982","8","1983-01-15","1","VALID","0",""
"RVTR975421","Portrait Of A Fool","conway twitty","","","","2","1962-01-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975422","Deadly Zone","bounty killer","","","","7","1998-10-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975424","Love Will Find A Way","jackie deshannon","","","","8","1969-11-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975475","360 Degrees What Goes Around","grand puba","","","","14","1992-10-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975489","We Need All Da Vibes","playboi carti, young thug","","","","1","2025-03-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975505","Happy Weekend","dave ""baby"" cortez","","","","7","1962-10-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975549","Greatest Time Of Year","aly","","","","1","2006-12-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975560","Cast Your Fate To The Wind","vince guaraldi trio","","","","18","1962-12-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975570","Get Out Of Denver","bob seger","","","","4","1974-07-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975585","I'Ve Lost You The Next Step Is Love","elvis presley","","","","9","1970-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975589","Handy Man","del shannon","","","","10","1964-07-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975602","If You Needed Somebody","bad company","bad company","Holy Water","1990","24","1990-11-10","1","VALID","0",""
"RVTR975614","Sippin' 'N Chippin'","The T-bones","","","","5","1966-03-26","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975629","It'S Not Unusual","glee cast","","","","1","2011-10-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975645","I'M Not Gonna Teach Your Boyfriend To Dance With You","glee cast","","","","1","2011-05-28","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975677","Shoop Shoop Never Stop Givin' You Love","michael cooper","","","","9","1993-03-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975700","Pineapple Princess","annette","annette","Annette's Beach Party","1963","14","1960-08-13","1","VALID","0",""
"RVTR975765","Hey Mister Sun","bobby sherman","bobby sherman","Bobby Sherman's Greatest Hits | With Love, Bobby","1970","9","1970-05-16","1","AMBIGUOUS","70","multiple_albums"
"RVTR975803","Josie","kris kristofferson","kris kristofferson","Border Lord","1972","8","1972-03-11","1","VALID","0",""
"RVTR975817","I Want To Make The World Turn Around","The Steve Miller Band","","","","3","1986-11-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR975862","Can'T You See","waylon jennings","waylon jennings","Are You Ready For The Country | RCA Country Legends: Waylon Jennings","1976","1","1976-10-09","1","AMBIGUOUS","70","multiple_albums"
"RVTR975901","She Bop","cyndi lauper","cyndi lauper","She's So Unusual: A 30th Anniversary Celebration | The Body Acoustic","1983","18","1984-07-21","1","AMBIGUOUS","70","multiple_albums"
"RVTR975907","Like A Stone","audioslave","audioslave","Audioslave","2002","20","2003-03-01","1","VALID","0",""
"RVTR975929","No Pole","don toliver","don toliver","Love Sick","2023","26","2024-11-09","1","VALID","0",""
"RVTR976001","Wang Dang Doodle","The Pointer Sisters","The Pointer Sisters","The Best Of The Pointer Sisters | The Pointer Sisters","1973","8","1973-12-22","1","AMBIGUOUS","70","multiple_albums"
"RVTR976047","Own The Night","chaka khan","","","","9","1985-12-21","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976054","Bohemian Rhapsody","queen","queen","Bohemian Rhapsody (Soundtrack) | Classic Queen | Greatest Hits | Greatest Hits I II & III: The Platinum Collection | Greatest Hits: We Will Rock You | Live At Wembley | Stone Cold Classics","1981","44","1976-01-03","1","AMBIGUOUS","70","multiple_albums"
"RVTR976061","Bermuda","linda scott","","","","6","1962-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976101","Soul Twist","king curtis and the noble knights","","","","13","1962-02-17","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976118","I Still Love You","The Vejtables","","","","4","1965-10-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976190","Here We Come","timbaland","","","","4","1998-12-05","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976191","Help Yourself","tom jones","tom jones","Help Yourself | Tom Jones Greatest Hits | Tom Jones Live In Las Vegas | Tom Jones' Greatest Hits","1969","8","1968-08-31","1","AMBIGUOUS","70","multiple_albums"
"RVTR976192","Unbelievable","diamond rio","diamond rio","Greatest Hits II | Unbelievable","1998","20","1998-12-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR976222","If You'Re Ready Come Go With Me","The Staple Singers","The Staple Singers","Be What You Are","1973","16","1973-10-27","1","VALID","0",""
"RVTR976228","Ready '24","j. cole","","","","1","2024-04-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976303","Miss Me More","kelsea ballerini","kelsea ballerini","Unapologetically","2017","20","2019-02-16","1","VALID","0",""
"RVTR976353","Just A Little Bit","little milton","little milton","Grits Ain't Groceries","1969","2","1969-05-10","1","VALID","0",""
"RVTR976369","Rhythm Of My Heart","rod stewart","rod stewart","The Very Best Of Rod Stewart | Vagabond Heart","1991","18","1991-03-16","1","AMBIGUOUS","70","multiple_albums"
"RVTR976384","I Could Never Miss You More Than I Do","lulu","","","","18","1981-08-01","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976429","I Hate It Here","taylor swift","","","","3","2024-05-04","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976496","Common Ground","jack harlow","","","","1","2023-05-13","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976503","Love Is A 5 Letter Word","james phelps","","","","7","1965-05-08","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976516","Rockin' Little Angel","ray smith","","","","16","1960-01-02","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976547","Gang Gang","migos","","","","1","2018-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976583","Tarantula","The Smashing Pumpkins","The Smashing Pumpkins","Zeitgeist","2007","2","2007-06-09","1","VALID","0",""
"RVTR976675","Rockin' At Midnight","The Honeydrippers","The Honeydrippers","Volume One","1984","11","1985-01-05","1","VALID","0",""
"RVTR976688","I Like Dreamin'","kenny nolan","kenny nolan","Kenny Nolan","1977","27","1976-11-06","1","VALID","0",""
"RVTR976710","Cowboys To Girls","The Intruders","The Intruders","Cowboys To Girls","1968","14","1968-03-23","1","VALID","0",""
"RVTR976724","Feelings","barry mann","","","","3","1970-05-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976765","Valley Of The Dolls","king curtis","","","","2","1968-06-15","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976795","Blue Bayou","linda ronstadt","linda ronstadt","Simple Dreams","1977","23","1977-09-10","1","VALID","0",""
"RVTR976844","Do You Feel Like We Do","peter frampton","peter frampton","Frampton Comes Alive | Frampton's Camel","1973","18","1976-09-18","1","AMBIGUOUS","70","multiple_albums"
"RVTR976868","I Want My Baby Back","jimmy cross","","","","3","1965-01-30","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976882","The First Cut Is The Deepest","rod stewart","rod stewart","A Night On The Town | Storyteller/Complete Anthology: 1964-1990 | The Definitive Rod Stewart","1976","12","1977-02-12","1","AMBIGUOUS","70","multiple_albums"
"RVTR976921","I'M A Player","Too $hort","","","","3","1993-10-23","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR976928","Lights","journey","journey","Captured | Greatest Hits Live | Infinity | Journey's Greatest Hits | The Essential Journey","1978","17","1978-08-19","1","AMBIGUOUS","70","multiple_albums"
"RVTR976943","Party To Damascus","wyclef jean","wyclef jean","The Preacher's Son","2003","9","2003-10-18","1","VALID","0",""
"RVTR977029","Sunshine","lil' flip","lil' flip","U Gotta Feel Me","2004","23","2004-06-19","1","VALID","0",""
"RVTR977040","Budget","megan thee stallion","","","","1","2022-08-27","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977050","Youth Of The Nation","p.o.d","","","","19","2002-02-09","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977081","Love U More","sunscreem","sunscreem","03","1993","19","1993-02-27","1","VALID","0",""
"RVTR977089","The Lonely Crowd","teddy vann","","","","4","1961-06-03","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977128","Breakwater","lawrence welk and his orchestra","","","","1","1963-06-22","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977138","You Keep Me Hangin' On","kim wilde","kim wilde","Another Step","1987","21","1987-03-28","1","VALID","0",""
"RVTR977146","Burgundy","$uicideboy$","","","","1","2024-06-29","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977151","Fix A Heart","demi lovato","demi lovato","Unbroken","2011","1","2011-10-08","1","VALID","0",""
"RVTR977152","Buddy","musiq soulchild","","","","18","2007-02-10","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977215","Chase","giorgio moroder","","","","12","1979-01-20","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977270","Russians","sting","sting","Fields Of Gold - Best Of Sting 1984-1994 | The Dream Of The Blue Turtles","1985","13","1986-01-18","1","AMBIGUOUS","70","multiple_albums"
"RVTR977326","Willow Weep For Me","chad","","","","13","1964-11-14","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
"RVTR977332","E Bow The Letter","r.e.m","","","","9","1996-09-07","1","INCOMPLETE","100","missing_or_multiple_artist;missing_album;missing_release_year"
